ack_count_flag,active_max,active_mean,active_min,active_stddev,average_backward_segment_size,average_forward_segment_size,average_packet_size,backward_bytes_init_win,backward_bytes_subflow,backward_flags_psh,backward_flags_urg,backward_header_length,backward_iat_max,backward_iat_mean,backward_iat_min,backward_iat_stddev,backward_iat_total,backward_length_max_packet,backward_length_mean_packet,backward_length_min_packet,backward_length_packet_stddev,backward_length_packets_total,backward_packets_persec,backward_packets_subflow,backward_packets_total,bytes_flow_persec,bytes_forward_init_win,bytes_forward_subflow,count_cwe_flag,count_ece_flag,count_fin_flag,count_flag_psh,count_flag_rst,count_flag_syn,count_flag_urg,destination_port,down_ratio_up,duration_flow,flags_forward_psh,flags_forward_urg,flow_iat_max,flow_iat_mean,flow_iat_min,flow_iat_stddev,flow_packets_persec,forward_header_length,forward_iat_max,forward_iat_mean,forward_iat_min,forward_iat_stddev,forward_iat_total,forward_length_max_packet,forward_length_mean_packet,forward_length_min_packet,forward_length_packet_stddev,forward_length_packets_total,forward_min_segment_size,forward_packets_persec,forward_packets_subflow,forward_packets_total,idle_max,idle_mean,idle_min,idle_stddev,length_max_packet,length_mean_packet,length_min_packet,length_packet_stddev,length_packet_variance
0,0.0,0.0,0.0,0.0,34.0,57.2,45.6,0,170,0,0,112,350879.0,246235.0,150736.0,110462.20818904536,984940.0,131.0,34.0,0.0,56.79348554191757,170.0,5.076245202948283,5,5,462.95356250888346,8192,286,0,0,0,1,0,0,0,445,1.0,984980,0,0,200281.0,109442.2222222222,40.0,83813.72360893199,10.152490405896566,112,501811.0,246230.75,50.0,217955.25425244973,984923.0,103.0,57.2,0.0,52.48523601928451,286.0,20,5.076245202948283,5,5,0.0,0.0,0.0,0.0,131.0,41.45454545454545,0.0,52.11211689494802,2715.672727272728
0,0.0,0.0,0.0,0.0,241.0,6.666666667,140.5714286,211,964,0,0,92,893280.0,298393.6667,26.0,515187.5065,895181.0,964.0,241.0,0.0,482.0,964.0,4.468355109,4,4,1099.215357,8192,20,0,1,0,1,1,0,0,80,1.0,895184,0,0,893280.0,149197.3333,3.0,364525.0778,7.819621441,72,1575.0,937.0,299.0,902.2682528,1874.0,20.0,6.666666667,0.0,11.54700538,20.0,20,3.351266332,3,3,0.0,0.0,0.0,0.0,964.0,123.0,0.0,339.8873763,115523.4286
1,0.0,0.0,0.0,0.0,0.0,15.333333333333334,15.333333333333334,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,148867.3139158576,254,46,0,0,0,0,0,0,0,443,0.0,309,0,0,162.0,154.5,147.0,10.606601717798211,9708.737864077671,60,162.0,154.5,147.0,10.606601717798211,309.0,46.0,15.333333333333332,0.0,26.558112382722783,46.0,20,9708.737864077671,3,3,0.0,0.0,0.0,0.0,46.0,11.5,0.0,23.0,529.0
0,0.0,0.0,0.0,0.0,138.0,48.0,117.0,-1,138,0,0,8,0.0,0.0,0.0,0.0,0.0,138.0,138.0,138.0,0.0,138.0,964.3201542912248,1,1,179363.5486981678,-1,48,0,0,0,0,0,0,0,53,1.0,1037,0,0,1037.0,1037.0,1037.0,0.0,1928.6403085824493,8,0.0,0.0,0.0,0.0,0.0,48.0,48.0,48.0,0.0,48.0,8,964.3201542912248,1,1,0.0,0.0,0.0,0.0,138.0,78.0,48.0,51.96152422706632,2700.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,225,0,0,0,0,0,0,0,0,80,0.0,36430,0,0,36430.0,36430.0,36430.0,0.0,54.89980785,64,36430.0,36430.0,36430.0,0.0,36430.0,0.0,0.0,0.0,0.0,0.0,32,54.89980785,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6481156.0,6481156.0,6481156.0,0.0,1447.4024886878,5.3212094654,956.3804834378,252,6397519,0,0,88412,58291045.0,14628.5614392396,0.0,878282.481752374,64643613.0,1460.0,1447.4024886878,0.0,129.166749204,6397519.0,68.276492484,4420,4420,99011.1401284488,8192,12143,0,0,0,1,0,0,0,443,1.0,64736776,0,0,58162218.0,9660.7634681391,0.0,711631.251553127,103.5269349836,45652,58162218.0,28380.8750548005,29.0,1219696.8541957,64736776.0,644.0,5.3212094654,0.0,29.6279098831,12143.0,20,35.2504424996,2282,2282,58162218.0,58162218.0,58162218.0,0.0,1460.0,956.2378039684,0.0,691.6841519947,478426.966120634
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,122,0,0,0,0,0,0,0,0,54089,0.0,1,0,0,1.0,1.0,1.0,0.0,2000000.0,40,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,2000000.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,206.0,78.0,161.5,-1,412,0,0,40,48.0,48.0,48.0,0.0,48.0,206.0,206.0,206.0,0.0,412.0,8620.689655,2,2,2448275.862,-1,156,0,0,0,0,0,0,0,53,1.0,232,0,0,181.0,77.33333333,3.0,92.55448846,17241.37931,40,3.0,3.0,3.0,0.0,3.0,78.0,78.0,78.0,0.0,156.0,20,8620.689655,2,2,0.0,0.0,0.0,0.0,206.0,129.2,78.0,70.10848736,4915.2
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20833.33333333333,1,1,0.0,172,0,0,0,0,0,0,0,1,50459,1.0,48,0,0,48.0,48.0,48.0,0.0,41666.66666666666,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,20833.33333333333,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,118.0,28.0,80.0,-1,236,0,0,16,174637.0,174637.0,174637.0,0.0,174637.0,118.0,118.0,118.0,0.0,236.0,11.382456220227764,2,2,1661.8386081532533,-1,56,0,0,0,0,0,0,0,53,1.0,175709,0,0,174224.0,58569.66666666667,413.0,100160.13270924382,22.764912440455525,16,175296.0,175296.0,175296.0,0.0,175296.0,28.0,28.0,28.0,0.0,56.0,8,11.382456220227764,2,2,0.0,0.0,0.0,0.0,118.0,64.0,28.0,49.29503017546495,2430.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38461.5384615385,1,1,0.0,124,0,0,0,0,0,0,0,1,52194,1.0,26,0,0,26.0,26.0,26.0,0.0,76923.0769230769,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,38461.5384615385,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,63452.0,37720.0,31244.0,14384.653002418932,177.2,48.44444444444444,116.21052631578948,946,1772,0,0,272,10046821.0,6383526.777777777,1.0,4866582.471500374,57451741.0,1460.0,177.19999999999996,0.0,461.2718648837509,1772.0,0.1739640134214628,10,10,38.411254163458985,8192,436,0,1,0,1,1,0,0,80,1.0,57483153,0,0,10015501.0,3193508.5,1.0,4662156.070308751,0.3305316255007793,192,10046783.0,6280776.625,266.0,5183485.085510739,50246213.0,431.0,48.44444444444444,0.0,143.45915020582612,436.0,20,0.1565676120793165,9,9,10015501.0,10011522.6,9999859.0,6736.31793341151,1460.0,110.4,0.0,338.0241972030062,114260.35789473684
1,0.0,0.0,0.0,0.0,77.0,187.0,138.1111111,225,308,0,0,136,103053.0,34729.66667,360.0,59170.10793,104189.0,308.0,77.0,0.0,154.0,308.0,0.884902501,4,4,274.9834523,237,935,0,0,0,0,0,0,0,39292,0.0,4520272,0,0,4404274.0,565034.0,6.0,1551694.093,1.991030628,168,4404281.0,1130068.0,482.0,2183293.918,4520272.0,935.0,187.0,0.0,418.1447118,935.0,32,1.106128127,5,5,0.0,0.0,0.0,0.0,935.0,124.3,0.0,300.8477097,90509.34444
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.7757291971515,1,1,0.0,256,0,0,0,0,0,0,0,1,80,1.0,20502,0,0,20502.0,20502.0,20502.0,0.0,97.551458394303,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,48.7757291971515,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,252920.0,50594.71428571428,16767.0,89217.09054457053,304.55555555555554,52.07142857142857,194.09375,7300,5482,0,0,372,10076672.0,4421254.882352941,1.0,4965431.701469205,75161333.0,1400.0,304.5555555555556,0.0,533.6780503617405,5482.0,0.2394311817453197,18,18,82.6170594344545,8192,729,0,0,0,1,0,0,0,443,1.0,75178178,0,0,10006689.0,2425102.516129032,1.0,4245610.427712446,0.4256554342139018,292,10023569.0,5411485.23076923,300.0,5174088.610457951,70349308.0,341.0,52.07142857142858,0.0,107.79358071775908,729.0,20,0.186224252468582,14,14,10006689.0,9999306.42857143,9991813.0,5275.237683654283,1400.0,188.2121212121212,0.0,415.7602041423456,172856.54734848486
0,0.0,0.0,0.0,0.0,233.75,113.0,182.0,219,935,0,0,92,5731.0,2084.666667,22.0,3166.886536,6254.0,935.0,233.75,0.0,467.5,935.0,638.9776358,4,4,203514.377,65535,339,0,1,0,1,1,0,0,80,1.0,6260,0,0,5406.0,1043.333333,3.0,2147.034389,1118.210863,72,5406.0,2867.0,328.0,3590.688235,5734.0,339.0,113.0,0.0,195.7217413,339.0,20,479.2332268,3,3,0.0,0.0,0.0,0.0,935.0,159.25,0.0,335.1463433,112323.0714
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23809.52380952381,1,1,0.0,946,0,0,0,0,0,0,0,1,50512,1.0,42,0,0,42.0,42.0,42.0,0.0,47619.04761904762,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,23809.52380952381,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,63328,0,0,0,0,0,0,0,0,35193,0.0,88207872,0,0,88207872.0,88207872.0,88207872.0,0.0,0.0226737133,40,88207872.0,88207872.0,88207872.0,0.0,88207872.0,0.0,0.0,0.0,0.0,0.0,20,0.0226737133,2,2,88207872.0,88207872.0,88207872.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,57.75,24.25,41.0,141,231,0,0,92,6005661.0,2002082.0,205.0,3467201.121161996,6006246.0,231.0,57.75,0.0,115.5,231.0,0.6659502152267852,4,4,54.607917648596384,8192,97,0,0,0,1,0,0,0,80,1.0,6006455,0,0,5944432.0,858064.9999999999,45.0,2242992.499998532,1.3319004304535704,92,61640.0,20674.33333333333,129.0,35477.36306905198,62023.0,97.0,24.25,0.0,48.5,97.0,20,0.6659502152267852,4,4,0.0,0.0,0.0,0.0,231.0,36.44444444444444,0.0,79.6996096463325,6352.027777777778
0,0.0,0.0,0.0,0.0,126.0,34.0,97.0,-1,126,0,0,8,0.0,0.0,0.0,0.0,0.0,126.0,126.0,126.0,0.0,126.0,55.017605633802816,1,1,8802.81690140845,-1,34,0,0,0,0,0,0,0,53,1.0,18176,0,0,18176.0,18176.0,18176.0,0.0,110.03521126760565,8,0.0,0.0,0.0,0.0,0.0,34.0,34.0,34.0,0.0,34.0,8,55.017605633802816,1,1,0.0,0.0,0.0,0.0,126.0,64.66666666666667,34.0,53.11622476544557,2821.333333333333
0,0.0,0.0,0.0,0.0,429.125,159.4285714,303.2666667,246,3433,0,0,172,5000066.0,854773.5714,4.0,1838971.144,5983415.0,1805.0,429.125,0.0,749.8732155,3433.0,1.319079579,8,8,750.0616257,8192,1116,0,0,0,1,0,0,0,443,1.0,6064835,0,0,4999826.0,433202.5,4.0,1319084.904,2.473274211,152,396280.0,177500.8333,54424.0,142153.6647,1065005.0,548.0,159.4285714,0.0,255.6924306,1116.0,20,1.154194632,7,7,0.0,0.0,0.0,0.0,1805.0,284.3125,0.0,558.9401541,312414.0958
0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0,6,0,0,20,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,6.0,19230.76923,1,1,115384.6154,29200,0,0,0,0,1,0,0,0,10778,1.0,52,0,0,52.0,52.0,52.0,0.0,38461.53846,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,19230.76923,1,1,0.0,0.0,0.0,0.0,6.0,2.0,0.0,3.464101615,12.0
0,0.0,0.0,0.0,0.0,167.0,187.0,181.2857143,32768,334,0,0,40,7306.0,7306.0,7306.0,0.0,7306.0,334.0,167.0,0.0,236.1736649,334.0,234.082397,2,2,148525.2809,65535,935,0,1,0,1,1,0,0,56681,0.0,8544,0,0,7306.0,1424.0,3.0,2888.720409,819.2883895,124,7646.0,2136.0,5.0,3679.234612,8544.0,935.0,187.0,0.0,418.1447118,935.0,20,585.2059925,5,5,0.0,0.0,0.0,0.0,935.0,158.625,0.0,334.7676966,112069.4107
1,0.0,0.0,0.0,0.0,0.0,18.6,23.33333333333333,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.93882859449278,1,1,1668.3110592878284,256,93,0,0,0,0,0,1,0,3389,0.0,55745,1,0,32771.0,11149.0,26.0,13781.600795988832,107.63297156695668,100,32797.0,13936.25,380.0,14213.361351793834,55745.0,47.0,18.6,0.0,21.961329650091773,93.0,20,89.6941429724639,5,5,0.0,0.0,0.0,0.0,47.0,20.0,0.0,22.612680808195503,511.3333333333333
0,1689496.0,883718.0,77940.0,1139542.1758618678,321.15384615384613,125.46666666666668,216.32142857142856,70,4175,0,0,272,58700633.0,9864606.25,2.0,22666410.79553289,118375275.0,1460.0,321.1538461538461,0.0,530.6016783102377,4175.0,0.1097483387858277,13,13,51.13428369428915,8192,1882,0,1,0,1,1,0,0,443,0.0,118452818,0,0,58624043.0,4387141.407407408,2.0,15543202.116668353,0.2363810373848598,312,58624043.0,8460915.57142857,187.0,21120218.692615934,118452818.0,1219.0,125.46666666666668,0.0,310.64515049137583,1882.0,20,0.126632698599032,15,15,58624043.0,58303755.0,57983467.0,452955.63346535387,1460.0,208.86206896551727,0.0,424.320105255617,180047.5517241379
0,205376.0,186059.0,166742.0,27318.36338,520.0909091,608.1428571,554.3333333,75,5721,0,0,232,9999787.0,1617749.7,2.0,3469346.442,16200000.0,2745.0,520.0909091,0.0,914.6995632,5721.0,0.678608071,11,11,615.5592122,8192,4257,0,0,0,1,0,0,0,80,1.0,16209651,0,0,9996888.0,953508.8824,2.0,2722633.682,1.110449571,152,9996888.0,2701145.667,10914.0,4249704.543,16200000.0,2128.0,608.1428571,0.0,1038.260152,4257.0,20,0.4318415,7,7,9996888.0,7917378.0,5837868.0,2940871.245,2745.0,525.1578947,0.0,917.69447,842163.1404
0,0.0,0.0,0.0,0.0,124.0,187.0,169.0,32768,248,0,0,40,235.0,235.0,235.0,0.0,235.0,248.0,124.0,0.0,175.3624817,248.0,2412.545235,2,2,1427020.507,65535,935,0,1,0,1,1,0,0,56362,0.0,829,0,0,347.0,138.1666667,5.0,144.9750553,8443.908323,124,591.0,207.25,5.0,271.652198,829.0,935.0,187.0,0.0,418.1447118,935.0,20,6031.363088,5,5,0.0,0.0,0.0,0.0,935.0,147.875,0.0,329.6736211,108684.6964
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30303.0303030303,1,1,0.0,124,0,0,0,0,0,0,0,1,50962,1.0,33,0,0,33.0,33.0,33.0,0.0,60606.0606060606,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,30303.0303030303,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33304,0,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7352.9411764706,1,1,0.0,114,0,0,0,0,0,0,0,0,56736,1.0,136,0,0,136.0,136.0,136.0,0.0,14705.8823529412,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,7352.9411764706,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,93.0,65.0,111.5,-1,93,0,0,20,0.0,0.0,0.0,0.0,0.0,93.0,93.0,93.0,0.0,93.0,20.78829203,1,1,3284.550141,-1,65,0,0,0,0,0,0,0,53,1.0,48104,0,0,48104.0,48104.0,48104.0,0.0,41.57658407,20,0.0,0.0,0.0,0.0,0.0,65.0,65.0,65.0,0.0,65.0,20,20.78829203,1,1,0.0,0.0,0.0,0.0,93.0,74.33333333,65.0,16.16580754,261.3333333
0,0.0,0.0,0.0,0.0,204.0,34.0,136.0,-1,204,0,0,8,0.0,0.0,0.0,0.0,0.0,204.0,204.0,204.0,0.0,204.0,3194.8881789137376,1,1,760383.3865814696,-1,34,0,0,0,0,0,0,0,53,1.0,313,0,0,313.0,313.0,313.0,0.0,6389.776357827475,8,0.0,0.0,0.0,0.0,0.0,34.0,34.0,34.0,0.0,34.0,8,3194.8881789137376,1,1,0.0,0.0,0.0,0.0,204.0,90.66666666666666,34.0,98.14954576223636,9633.333333333332
0,0.0,0.0,0.0,0.0,163.0,45.0,115.25,-1,326,0,0,16,1.0,1.0,1.0,0.0,1.0,163.0,163.0,163.0,0.0,326.0,33.6706005152,2,2,7003.4849071533,-1,90,0,0,0,0,0,0,0,53,1.0,59399,0,0,54780.0,19799.6666666667,1.0,30381.6879441109,67.3412010303,16,54780.0,54780.0,54780.0,0.0,54780.0,45.0,45.0,45.0,0.0,90.0,8,33.6706005152,2,2,0.0,0.0,0.0,0.0,163.0,92.2,45.0,64.6312617856,4177.2
0,0.0,0.0,0.0,0.0,177.77777777777777,130.11111111111111,153.94444444444446,62872,1600,0,0,204,953153.0,316504.75,48803.0,305986.28364998417,2532038.0,1173.0,177.77777777777777,0.0,384.52983557123946,1600.0,3.326908702971373,9,9,1024.3182239926307,8192,1171,0,1,0,1,1,0,0,3389,1.0,2705214,0,0,953153.0,159130.23529411765,4.0,254108.3478738768,6.653817405942747,192,1186688.0,338151.75,4.0,409998.57211624185,2705214.0,661.0,130.11111111111111,0.0,210.7916296040028,1171.0,20,3.326908702971373,9,9,0.0,0.0,0.0,0.0,1173.0,145.8421052631579,0.0,295.4325008747335,87280.36257309938
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,184,0,0,0,0,0,0,0,0,50503,0.0,1,0,0,1.0,1.0,1.0,0.0,2000000.0,40,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20,2000000.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,158.1,143.5,151.61111111111111,62852,1581,0,0,212,1094110.0,393314.8888888889,48855.0,318296.5259645652,3539834.0,1173.0,158.1,0.0,367.73071367208064,1581.0,2.66788393317591,10,10,728.0655253637059,8192,1148,0,0,0,1,0,0,0,3389,1.0,3748289,0,0,1094110.0,220487.58823529413,72.0,268602.22583544865,4.802191079716638,172,1425554.0,535469.8571428572,1636.0,485025.08550123073,3748289.0,677.0,143.5,0.0,228.12966237897004,1148.0,20,2.134307146540728,8,8,0.0,0.0,0.0,0.0,1173.0,143.6315789473684,0.0,298.5202785827894,89114.3567251462
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,64000,0,0,0,0,0,0,0,0,37760,0.0,88454980,0,0,88454980.0,88454980.0,88454980.0,0.0,0.0226103719654902,40,88454980.0,88454980.0,88454980.0,0.0,88454980.0,0.0,0.0,0.0,0.0,0.0,20,0.0226103719654902,2,2,88454980.0,88454980.0,88454980.0,0.0,0.0,0.0,0.0,0.0,0.0
